species,animal_id,N_animals,BW,BW_units,BW_init,BW_init_units,strain,dose,dose_units,time,time_units,conc_mean,conc_sd,standard_error,conc_units,route,matrix,sex,dtxsid,source
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,0.25,hour,0.591,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,0.5,hour,0.77,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,1,hour,0.481,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,2,hour,0.564,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,4,hour,0.352,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,8,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,16,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,24,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652102,1,-1,NA,184.6,g,sprague-dawley,0.1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,0.25,hour,0.603,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,0.5,hour,0.63,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,1,hour,0.539,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,2,hour,0.528,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,4,hour,0.381,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,8,hour,0.102,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,16,hour,0.05,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,24,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,652105,1,-1,NA,176.5,g,sprague-dawley,0.1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix H
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,0.25,hour,2.054,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,0.5,hour,3.096,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,1,hour,4.86,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,2,hour,6.848,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,4,hour,9.128,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,8,hour,8.042,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,12,hour,8.098,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,16,hour,6.228,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,24,hour,5.724,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,36,hour,4.222,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,48,hour,4.23,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,72,hour,2.892,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,96,hour,2.58,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,120,hour,3.048,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,144,hour,2.136,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,168,hour,1.61,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,192,hour,2.152,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,240,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,288,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,336,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,384,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,432,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,480,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653745,1,-1,NA,250,g,sprague-dawley,1,mg/kg,528,hour,-1,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,0.25,hour,2.198,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,0.5,hour,2.978,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,1,hour,3.92,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,2,hour,5.056,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,4,hour,7.798,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,8,hour,7.91,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,12,hour,8.414,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,16,hour,6.89,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,24,hour,4.764,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,36,hour,4.514,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,48,hour,4.754,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,72,hour,3.96,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,96,hour,3.402,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,120,hour,3.142,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,144,hour,2.93,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,168,hour,3.852,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,192,hour,3.952,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,240,hour,1.636,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,288,hour,1.507,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,336,hour,1.68,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,384,hour,1.425,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,432,hour,0.802,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,480,hour,1.077,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653746,1,-1,NA,246.4,g,sprague-dawley,1,mg/kg,528,hour,0.561,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,0.25,hour,1.688,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,0.5,hour,2.252,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,1,hour,2.768,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,2,hour,3.952,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,4,hour,3.818,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,8,hour,6.8,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,12,hour,5.372,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,16,hour,6.782,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,24,hour,4.792,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,36,hour,4.132,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,48,hour,3.54,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,72,hour,2.904,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,96,hour,3.006,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,120,hour,3.836,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,144,hour,3.25,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,168,hour,2.746,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,192,hour,3.434,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,240,hour,1.358,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,288,hour,0.811,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,336,hour,0.801,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,384,hour,0.828,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,432,hour,0.711,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,480,hour,0.579,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653747,1,-1,NA,248.7,g,sprague-dawley,1,mg/kg,528,hour,0.384,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,0.25,hour,5.016,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,0.5,hour,6.58,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,1,hour,6.312,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,2,hour,6.376,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,4,hour,7.418,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,8,hour,6.698,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,12,hour,9.38,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,16,hour,9.014,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,24,hour,4.624,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,36,hour,5.956,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,48,hour,4.656,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,72,hour,4.126,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,96,hour,4.522,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,120,hour,4.368,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,144,hour,2.994,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,168,hour,2.932,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,192,hour,2.444,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,240,hour,1.471,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,288,hour,1.315,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,336,hour,1.135,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,384,hour,1.013,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,432,hour,0.796,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,480,hour,0.681,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653749,1,-1,NA,249.6,g,sprague-dawley,1,mg/kg,528,hour,0.397,-1,0,ug/ml,gavage,plasma,Male,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,0.25,hour,3.263,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,0.5,hour,3.602,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,1,hour,4.138,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,2,hour,4.307,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,4,hour,4.278,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,8,hour,1.609,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,12,hour,0.645,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,16,hour,0.219,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,24,hour,0.255,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653759,1,-1,NA,200.4,g,sprague-dawley,1,mg/kg,96,hour,0.07,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,0.25,hour,4.356,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,0.5,hour,4.314,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,1,hour,4.358,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,2,hour,4.245,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,4,hour,3.404,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,8,hour,1.384,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,12,hour,0.494,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,16,hour,0.189,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,24,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,36,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,48,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653760,1,-1,NA,201.3,g,sprague-dawley,1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,0.25,hour,5.914,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,0.5,hour,6.315,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,1,hour,6.487,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,2,hour,5.604,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,4,hour,4.802,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,8,hour,2.025,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,12,hour,1.108,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,16,hour,0.421,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,24,hour,0.063,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,36,hour,0.036,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,48,hour,0.013,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,72,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653761,1,-1,NA,182.6,g,sprague-dawley,1,mg/kg,96,hour,-1,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,0.25,hour,4.116,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,0.5,hour,4.552,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,1,hour,4.723,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,2,hour,4.389,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,4,hour,3.801,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,8,hour,1.452,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,12,hour,0.689,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,16,hour,0.236,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,24,hour,0.159,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
rat,653762,1,-1,NA,203.5,g,sprague-dawley,1,mg/kg,36,hour,0.029,-1,0,ug/ml,gavage,plasma,Female,DTXSID8031865,Appendix I
